Description,VoteCount,Rating,Year,Title
"In the ""Cennet"" neighborhood where ethnic Romani people live in Istanbul, the children of two enemy families are in love with each other. In this neighborhood, every day fights end with music and dancing.",2600.0,4.5,2004–2007,1985. Cennet Mahallesi
"Years later, Baran encounters a woman who looks exactly like his deceased great love, Havin. Great secrets from the past begin to be revealed.",488.0,5.2,2004–2006,1986. Haziran Gecesi
The romance of a hit-man and a lawyer.,90.0,4.6,2004,1987. Askimizda Ölüm Var
"After learning that her husband is cheating on her, Aliye tries to start a new life by taking her little son with her in Istanbul. While she encounters a new love, her ex-husband threatens her with the daughter she had to leave behind.",913.0,5.3,2004–2006,1988. Aliye
"Two women meet as a result of a small coincidence, and a breathtaking struggle to survive, to eliminate the other.",161.0,3.4,2004,1989. Melekler Adasi
"A dynasty that pursues immortality, and the struggle of Zeynep and her family fighting against this dynasty.",49.0,6.9,2004–2006,1990. Mavi Rüya
"A Turkish remake of the British series called ""Yes, Minister"" created by Jonathon Lynn and Anthony Jay.",417.0,7.4,2004–2005,1991. Sayin bakanim
A coincidence brings Reyhan and Emirhan together. The two young people whose fates had crossed the day they were born meet again at the wedding table. But an interesting future awaits them.,125.0,3.5,2004–2006,1992. Büyük Yalan
"Canan, who is married and has two children, loses his beauty over time. She has already been aged over the aesthetic problems that have already existed. In contrast, his wife Zafer is a very well-groomed man. His interest in his wife has diminished over time. The women around them are attracted to attention. Zafer, his assistant is in love with Alev.",435.0,3.6,2004–2006,1993. Kadin Isterse
"People who come to the end of the world's life are faced with the reflection of their conscience at the spacious door. Amil, who welcomes them at the spacious gate, will remind them of the finest goodness and evil they do. People will keep the path to heaven or hell.",73.0,3.0,2004–2008,1994. Büyük Bulusma
,109.0,4.8,2004,1995. Bütün Çocuklarim
"Story of Gönül, who is a successful, beautiful woman in her mid-thirties.",71.0,3.9,2004,1996. Camdan Pabuçlar
,35.0,5.5,2004–2015,1997. Yusuf Yüzlü
"Ömer and Zeynep are a lovely couple, a delightful parents. Their naughty children are their lives. And Zeynep has beautiful sister Sibel. They are a crowded but funny, cheerful family.",85.0,5.3,2004–2005,1998. Çocugun Var Derdin Var
,27.0,5.6,2004,1999. Yadigar
"Each episode is different from each other, exemplary stories.",20.0,5.4,2004–2007,2000. Kalp Gözü
"Four close girl friends are living the life together, shoulder to shoulder.",135.0,4.7,2004–2005,2001. Omuz Omuza
,0.0,,2004,2002. Türkü Filmi
Sedef and Süha is going through a divorce. But the stars have surprises for both of them. Sedef's new neighbor is the astrologer Yildiz.,43.0,5.2,2004–,2003. Mars Kapidan Baktirir
,70.0,4.0,2004,2004. Evli ve Çocuklu
"The revenge adventure of a young 25-year-old deputy commissioner who is after a group known as the Society, which shot his whole family in front of his eyes when he was 11 years old.",234.0,6.8,2004–2006,2005. Subat Sogugu
,136.0,6.8,2004,2006. Dayi
Calm talk show of Guneri Civaoglu.,87.0,9.0,2004–,2007. Seffaf Oda
Pembe ve Mavi (Pink and Blue) is an animated comedy about a male/female relationship.,21.0,5.2,2004–2005,2008. Pembe ve Mavi
,47.0,7.0,2004,2009. Adi Ask Olsun
,30.0,6.3,2004,2010. Gece Yürüyüsü
,0.0,,2004,2011. Perili Ev
"Osman Aga is one of the most powerful landowners of Urfa. He lost his wife at the birth of his only child, Biricik. He does not want to send his daughter, whom he raised with care, to university.",64.0,2.8,2004,2012. Aga Kizi
,0.0,,2004,2013. Sular Durulmuyor
,30.0,4.8,2004,2014. Müjgan Bey
"Hakan, who came to the Black Sea from Istanbul to inherit his legacy, will not be able to leave easily.",126.0,7.3,2004,2015. Uy Basuma Gelenler
,28.0,4.6,2004,2016. Zümrüt
"Accompanied by the dialogues of a woman with three children, with her husband who means well but not understands woman's spirit, her brother-in-law and her senile father-in-law, the series on ""femininity states"" expresses the feelings of housewives.",52.0,5.0,2004,2017. Sevinçli Haller
,44.0,3.6,2004,2018. 3. Tür
,26.0,5.5,2004,2019. Tam Pansiyon
"12 young women who want to get married to 6 young men, but the men bring their mothers along with them. All the contestants live together for 13 weeks, divided into two houses monitored 24/7.",0.0,,2004–2005,2020. Gelinim Olur Musun?
,0.0,,2004,2021. Bir Bogaz Efsanesi: Vapurlar
"Written by Hürriyet Newspaper columnist Bekir Coskun, ""Pako'ya Letters"" was turned into a 13-episode television series by TRT. Letters to Pako consists of 13 independent sections. The program, whose script was written by Erol Onur, depicts many happy, sad and funny events depending on the location. Many famous actors will participate as guests in the series starring Yildiz Kenter and Müsfik Kenter. Sevgi Kartari is the producer and program director of Letters to Pako. Directed by Erol Onur and Andrée Coskun. Bekir Coskun says: 'Pay attention to Pako, because there is an important question to people, ""What does human side mean?"" Pako is not my dog. I am Pako's person.",0.0,,2004,2022. Pako'ya Mektuplar
,11.0,4.1,2004–2005,2023. Popstar Türkiye
,15.0,5.7,2004,2024. Derin Kökler
,31.0,4.2,2004,2025. Turkstar
"On the compass where the trade routes of three continents intersect, Central Asia, Egypt and Europe have always been under the influence of the civilizations, has always maintained its importance, has been home to many civilizations and has come and gone at a short interval, all of which have left a part of the island of Cyprus.",0.0,,2004–2005,2026. Vakiflar Adasi Kibris
,0.0,,2004–2007,2027. Oradaydim
,0.0,,2004–2007,2028. Kadinlar Kulübü
,0.0,,2004–2010,2029. Kirilma Noktasi
Follows a Turkish agent working under the assumed identity of Polat Alemdar attempting to infiltrate the Turkish mafia.,20000.0,7.9,2003–2005,2030. Kurtlar Vadisi
"Betus the fairy, meets human-being Sadik whose wife passed away, and falls in love with him. They try to build a happy family with Sadik's 2 sweet children but Betus's mother Dudu never let them to be happy.",1700.0,3.9,2003–2012,2031. Sihirli Annem
"During the 8 episodes of this production where 'Ali Surmeli' and 'Gulben Ergen' had the leading roles, we watched how Hurrem Sultana became a character who influenced the Ottoman history with intrigues after gaining Suleiman the Magnificent's trust and love with her beauty, femininity, intelligence and cleverness.",298.0,3.3,2003,2032. Hürrem Sultan
"While two police officers, one experienced and the other young, chase the criminals together, Ferit's relationship with a singer will cause the duo to fight a psychopath named Emir.",810.0,7.6,2003–2005,2033. Alacakaranlik
Cino is an elf and he loves everything. He must help people because helping people is requirements for pass to lesson for that reason great elf gives his mission. Great elf sends Cino to Baris for help.,136.0,5.3,2003–2007,2034. En Iyi Arkadasim
"The troubles of the young people during their adolescence, the secrets they hide from their parents and teachers, the TV series that describes the happiness and sadness in high school.",619.0,5.8,2003–2004,2035. Lise Defteri
"The stormy days that university youth have experienced. Lessons, love, finals. It's a lot of trouble to start, there's little time for all of them. Yesim, who comes from Anatolia, begins to live in the same house as Tolga, a true Istanbul youth. Tolga, who is in love with Yesim, takes the reaction of his friends.",427.0,6.2,2003–2004,2036. Kampüsistan
"Arhans are among the richest in Istanbul, Kozanlar are the servants of the Arhans. The maid's daughter, Esma, is torn between the love of the two sons of the Arhan house.",1600.0,6.5,2003–2005,2037. Bir Istanbul Masali
"Centered around a life science class teacher, ""Afet Hoca"", the humorous and genuine story of high-school students in Ridvan Kanat High School.",3900.0,6.5,2003–2006,2038. Hayat Bilgisi
"The story of warm relationships in a neighborhood in Istanbul, people's future hopes, lack of money, loves and conflicts of interest.",578.0,8.2,2003–2004,2039. Sultan Makami
,77.0,5.8,2003–2004,2040. Akademi Türkiye
The adventures of Tarchin and his friends who live in the forest of Chinchines.,69.0,6.7,2003,2041. Tarcin ve Arkadaslari
"Halil, who started smuggling in order to change his sister's fate in the Aegean in the 1900s, will turn from a simple peasant trying to earn his living to a warrior who will become the lover of the people with his fair personality.",151.0,6.2,2003–2005,2042. Kursun Yarasi
"Hekimoglu Omer, who has been struggling to rescue the Numan Valley from evil since the beginning, eventually pressed the Kahya thoroughly to the corner. But of course Kahya and Dündar Bey will not retreat without making a final move. They are willing to take Hekimoglu with them when they leave. In the meantime, Aslan Bey leaves the house voluntarily.",14.0,5.9,2003,2043. Hekimoglu
"Continuing her quiet life in Istanbul with her two children, Elif decides to get married one day. With this marriage, she will meet a brand new world in the Southeast Anatolia.",98.0,5.2,2003–2005,2044. Gurbet Kadini
Three young thieves and their lives which is full of lies. Can they get rid of this life?,285.0,6.0,2003–2004,2045. Serseri
,132.0,3.0,2003,2046. Zalim
"Leyla's son Gökhan and Timur's daughter Ebru are friends. Timur learns that his daughter has a boyfriend. Timur does not want his daughter to make friends with Gökhan, who does not go to the university.",45.0,3.8,2003–2004,2047. Ask Olsun
"Kamil Bey is the son of a pasha. The economic difficulties he faced forced him to return to his homeland, Istanbul, which was under occupation.",142.0,8.1,2003,2048. Esir Sehrin Insanlari
,0.0,,2003,2049. Yuvam Yikilmasin
"Pharmacist Tarcan, who tries to make a youth elixir to reach the woman he loves, turns into a 9-year-old boy by accident.",315.0,2.2,2003,2050. Büyümüs de Küçülmüs
The story of honorable people struggling to survive in one of the deprived neighborhoods of Istanbul against the hypocrisy and interests of life.,39.0,6.0,2003,2051. Estagfurullah Yokusu
,13.0,1.5,2003,2052. Hayat A.S.
,0.0,,2003,2053. Sansa Dansa
"Leyla's son Gökhan and Timur's daughter Ebru are friends. Timur learns that his daughter has a boyfriend. Timur does not want his daughter to make friends with Gökhan, who does not go to the university.",45.0,3.8,2003–2004,2054. Ask Olsun
,0.0,,2003,2055. Yesilçam Denizi
,16.0,6.3,2003,2056. Sih Senem
,65.0,3.7,2003,2057. Serseri Asiklar
,17.0,4.2,2003,2058. Sarkilar Seni Söyler
,25.0,6.1,2003,2059. Kasabanin Incisi
,0.0,,2003,2060. Rabia
,0.0,,2003–2004,"2061. Yillar, Yollar, Yüzler"
,0.0,,2003–2004,2062. Son Taniklar
,0.0,,2003,2063. Mavi Kolye
,50.0,5.8,2003,2064. Patron Kim
,0.0,,2003–2010,2065. Ve Insan
,0.0,,2003,2066. Oğlum için
,0.0,,2003–2004,2067. Bir Filmin Hikayesi
"Yeliz and her friends spend happy, peaceful and joyful days in the neighborhood they live in. During the days when Uncle Chof Chof, the conductor of the Red Locomotive, and his assistant Midas, visit the street, various surprise events occur.",0.0,,2003,2068. Kirmizi Lokomotif
Izzet Yildizhan sings with guest soloists accompanied by a live orchestra and has pleasant conversations.,0.0,,2003–2004,2069. Izzet Yildizhan Show
"Narrating the story of a married couple on the verge of a divorcement and their relationship with their son, daughter, and their friends as a classical sitcom.",3000.0,4.7,2002–2019,2070. Çocuklar Duymasin
Students at a private high school are trained by a basketball coach not only for sports but also for life.,868.0,6.9,2002–2003,2071. Koçum Benim
"A young teacher assigned to a schoolless village fights with the village landlords for the children's right to education. At the same time, he falls into an impossible love.",332.0,4.1,2002–2004,2072. Kinali Kar
"A domestic life story of a traditional Turkish family, having elements of both comedy and drama.",3700.0,8.0,2002–2005,2073. Ekmek Teknesi
